Date,MPSTANCE,US Stock Selection Value,US Stock Selection Momentum,US Stock Selection Defensive,US Stock Selection Multi-style,Intl Stock Selection Value,Intl Stock Selection Momentum,Intl Stock Selection Defensive,Intl Stock Selection Multi-style,Equity indices Value,Equity indices Momentum,Equity indices Carry,Equity indices Defensive,Equity indices Multi-style,Fixed income Value,Fixed income Momentum,Fixed income Carry,Fixed income Defensive,Fixed income Multi-style,Currencies Value,Currencies Momentum,Currencies Carry,Currencies Multi-style,Commodities Value,Commodities Momentum,Commodities Carry,Commodities Multi-style,All Stock Selection Value,All Stock Selection Momentum,All Stock Selection Defensive,All Stock Selection Multi-style,All Macro Value,All Macro Momentum,All Macro Carry,All Macro Defensive,All Macro Multi-style,All asset classes Value,All asset classes Momentum,All asset classes Carry,All asset classes Defensive,All asset classes Multi-style,Equity indices Market,Fixed income Market,Commodities Market,All Macro Market
1991-10-31,-1.0623804320848302,-0.00672112975172,0.0221617442007,0.0217239076832,0.0123881740441,-0.020494198604,0.0208602873525,-0.00593972144827,-0.00185787756658,0.00605164302973,0.0197813163139,0.00809618600384,0.0308970525428,0.0162065494725,0.00333360497964,0.00600086473907,0.0146396515266,-0.00358683596096,0.00509682132108,0.00266307335175,0.00626974008996,0.00306830991939,0.0040003744537,-0.0209331522171,0.0325153621895,-0.0115752136619,2.33210349965e-06,-0.0128289943537,0.0215896165322,0.011224929285,0.0067259901999,0.00153894113339,0.0105495999778,0.0069651865176,0.00724076581016,0.0061276272344,-0.00259438009452,0.0134311066035,0.0069651865176,0.00875838608181,0.00629399372539,-0.0107099642993,0.00594627365773,0.00597787769967,0.00196627526216
1991-11-29,-1.4623804320848306,-0.0122866396698,0.0107636659023,0.0262250953456,0.00823404052604,-0.00682428814497,0.020465742726,0.020464427484,0.011368627355,-0.0148407353263,0.000424015385443,0.0187827793703,-0.0148408174131,-0.00261868949592,-0.00539931358154,0.00544459756873,0.00700573592618,-0.00447489414665,0.00064403144168,0.0165965528999,-0.0198178108105,-0.0110160339158,-0.00474576394213,0.0450231990305,0.0460045298948,0.0162755152247,0.03576774805,-0.00987707385219,0.0150488759151,0.0239945089004,0.00949024312732,0.0080743171929,0.00133875510164,0.00268710980536,-0.00770767826231,0.000975966912378,0.00284018933357,0.00490632489682,0.00268710980536,0.0043829643521,0.00332672758594,-0.0383858991024,-0.00153127223836,-0.0324987827382,-0.00766656842986
1991-12-31,-1.8423804320848305,-0.0718359765114,0.0882512542799,-0.0328532540085,-0.00547932541332,-0.0133560718203,0.016393250877,-0.019405905201,-0.00545624204812,0.0113601211031,0.0311345524727,0.0659454096799,0.0269916870865,0.0338579425855,-0.00995596612174,0.0132793543883,0.0171325896284,-0.00404391768101,0.00410301505349,0.00602920303901,-0.0376241267137,0.0540932000371,0.00749942545414,0.0500287643673,0.0592560588626,-0.0230841111856,0.0287335706814,-0.0461429928876,0.0566099067009,-0.0276330131408,-0.00547006345078,0.00529907703911,0.00675382854862,0.0318585788975,0.00557380755411,0.0120889587085,-0.00985343491613,0.01967284936,0.0318585788975,-0.00703204443582,0.00726135349165,0.00376526745987,0.0140070483658,-0.0453414680834,0.0112241823175
1992-01-31,-1.9357913651603598,0.0448321716575,-0.0189280737153,0.05356307013,0.0264890560241,0.0218318277512,-0.00837146070881,-0.0360145756298,-0.00751806952912,0.00405791126294,0.00837991909897,-0.084387405286,-0.00513388345471,-0.0192708645947,0.0189216987648,-0.0248450007361,-0.0326023878904,-0.00428023053707,-0.0107014800997,0.00429408655771,0.029183166878,-0.0170226265907,0.00548487561498,-0.0201221660793,0.051487465391,0.0137835935122,0.0150496309413,0.0339058693383,-0.0139929544061,0.0171595670402,0.0125123737422,0.00681528163612,0.00174275503113,-0.0282168042596,-0.0045435643357,-0.00412843810376,0.0143173345001,-0.00223431838357,-0.0282168042596,0.00379581330092,0.000570574364472,0.0406996407893,0.00571149988233,0.0178857900488,0.00355977276728
1992-02-28,-1.9057913651603604,0.0328433684841,-0.00159066814004,0.038693000593,0.0233152336457,-0.00439772383023,0.0123714047438,-0.00938995273918,-0.00047209060853,-0.0134279475634,0.0273072331219,0.0254615977227,0.00372273990564,0.0107659057967,0.00250872051478,-0.00147108273081,0.004200368442,0.00335525986038,0.00214831652159,0.0107087274109,-0.00293312890007,-2.74439471218e-05,0.00258271818791,-0.0168677839594,0.00717392242258,-0.00392378426288,-0.00453921526658,0.0144641823658,0.00501299469734,0.0184666804831,0.0132617978354,0.00331719615825,0.00370575292453,0.00423028789443,0.00346872156981,0.00310357054934,0.00622237789095,0.00403973862449,0.00423028789443,0.00902894922057,0.00586669086918,0.0048773663441,0.00143114556362,-0.0147194055516,-0.00342836982166
1992-03-31,-1.98579136516036,0.0297678673744,-0.00122032742308,0.0241181901799,0.0175552433771,0.00927019246164,0.0117578243936,-0.0157289101275,0.00176636890927,0.0477741478497,0.0100135610952,0.0143195356719,-0.00415300592891,0.016988559672,-0.00240690172487,0.000633867279797,0.00818350562737,0.000341927031288,0.0016880995534,0.0083286878684,-0.00306911613775,0.00574832843547,0.00366930005537,-0.00881627265476,-0.00199598545495,0.0270131650366,0.00540030230898,0.0188830309749,0.00502102929679,0.00701844671521,0.0107207238855,0.00885698557746,0.000831734804021,0.0103750801246,-0.000962698994432,0.00500028596224,0.0115021305809,0.00189809357354,0.0103750801246,0.00185693862931,0.00649070337157,-0.0289298976607,-0.00936340243229,0.00469116860442,-0.00755654436535
1992-04-30,-2.4301740623483394,0.0538966334197,-0.0306861997804,-0.00328418984192,0.00664208126578,0.0630872526149,-0.0154595396585,-0.021683151206,0.00864818725013,0.0332585108651,0.0497486250497,0.0188229262636,0.0302125231866,0.0330106463412,0.00614447137639,0.00149830106069,0.00169537523954,0.0109289305303,0.00506676955173,5.93912822294e-05,0.00816799898346,0.0153105595315,0.00784598326573,-0.00772120014813,0.0262910213627,0.0255845749977,0.0147181320708,0.0589647637561,-0.0233401725841,-0.0112595370029,0.00751991502124,0.00503857480281,0.0134964814936,0.0116908628197,0.0165210312884,0.0108710800356,0.0191001771518,0.00425717928459,0.0116908628197,0.00668945007365,0.0100259804415,0.0154909737474,-0.000893924509782,-0.0023108857537,0.00147092750074
1992-05-29,-2.3401740623483396,0.0166857632135,-0.0031972616756,0.0112883268199,0.00825894278592,-0.00834601537454,-0.00497523113558,0.0294702547376,0.0053830027425,-0.0168476834537,0.036205930054,-0.00177936036847,0.0124380604085,0.00750423666009,-0.00834909317416,0.0132550163698,0.0173219124087,-0.000189249388102,0.00550964655406,-0.0154105638214,0.0139797460711,0.0166532297041,0.00507413731793,-0.0503899417459,0.0354834867964,0.0278492950568,0.00431428003576,0.00299461753974,-0.00407193663759,0.0191406982391,0.00699966909273,-0.0161282349737,0.019109060746,0.0162472989532,0.00347392675496,0.00550932378004,-0.0114348280727,0.0133496859099,0.0162472989532,0.00904840703682,0.0058883176953,0.0243308425944,0.010528028763,0.0233995846649,0.0188374762406
1992-06-30,-2.4001740623483396,0.0301107600158,-0.0046465127011,0.0162024649742,0.0138889040963,-0.000313109763573,0.0483899428145,0.0394425387942,0.0291731239484,-0.0213121697991,0.0698644517764,-0.00804457652657,0.0195109363249,0.0150046604439,-0.0210473830484,0.0231499412339,0.0267273357355,-0.00669028067517,0.00553490331147,-0.00709872521207,0.0217998366282,0.0287721483234,0.0144910865799,0.0164522570656,0.00880647609515,0.0476095770405,0.0242894367337,0.0132326972831,0.0215634101341,0.0262063291709,0.0205964541574,-0.0110980306848,0.0287178616895,0.0261636776512,0.000760509327799,0.0120795503772,-0.00490277689547,0.0269290795697,0.0261636776512,0.00956499608128,0.0142570263403,-0.0516165920436,-0.00432191601747,-0.00422391434571,0.000508003287334
1992-07-31,-2.7574193698463496,-0.00658579870447,0.0176535094191,0.0134130041993,0.00816023830465,-0.0125815301068,0.0106436491176,-0.0344531783584,-0.0121303531158,0.00843827130631,0.0442303022968,0.058719318039,0.048124125136,0.0398780041945,-0.0346968952503,0.0538130642689,0.0497418915733,-0.0136090565981,0.0138122509984,-0.00881107836274,0.0127489470265,0.01890019482,0.00761268782791,0.0694821373865,-0.0375361938183,0.0150175056066,0.0156544830582,-0.00991550747372,0.0142121416825,-0.00706210658051,-0.000541180384048,-0.00811045358739,0.0309271051956,0.034909645703,0.00484364153606,0.0152973493931,-0.00857803737823,0.0266780655567,0.034909645703,0.00080569319802,0.0112414823088,-0.0515621845067,-0.00521096032021,-0.016120424472,-0.00601825207129
